date,Thu,Jun,11,11:40:25,am,2015,,,,,,,,,,,,,,,2
3937.596582,1,402,Rx,d,8,DB,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5051
3937.794515,1,402,Rx,d,8,DD,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5053
3937.996568,1,402,Rx,d,8,DC,61,0,0,1,0,1,0,Length,=,232000,BitCount,=,120,,2.5052
3938.196563,1,402,Rx,d,8,DA,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.505
3938.396559,1,402,Rx,d,8,D9,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3938.596554,1,402,Rx,d,8,DD,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5053
3938.795311,1,402,Rx,d,8,DA,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.505
3938.996542,1,402,Rx,d,8,DD,61,1,0,0,0,1,0,Length,=,234000,BitCount,=,121,,2.5053
3939.196534,1,402,Rx,d,8,DC,61,0,0,1,0,1,0,Length,=,232000,BitCount,=,120,,2.5052
3939.396532,1,402,Rx,d,8,E0,61,0,0,0,0,2,0,Length,=,234000,BitCount,=,121,,2.5056
3939.596526,1,402,Rx,d,8,D8,61,0,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3939.795827,1,402,Rx,d,8,E1,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5057
3939.996516,1,402,Rx,d,8,DC,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5052
3940.196507,1,402,Rx,d,8,D8,61,0,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5048
3940.396506,1,402,Rx,d,8,D8,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5048
3940.596498,1,402,Rx,d,8,DA,61,0,0,0,0,1,0,Length,=,234000,BitCount,=,121,,2.505
3940.796495,1,402,Rx,d,8,DF,61,0,0,0,0,1,0,Length,=,234000,BitCount,=,121,,2.5055
3940.996486,1,402,Rx,d,8,D9,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3941.19648,1,402,Rx,d,8,D9,61,0,0,1,0,0,0,Length,=,232000,BitCount,=,120,,2.5049
3941.396477,1,402,Rx,d,8,D8,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3941.596469,1,402,Rx,d,8,D9,61,0,0,1,0,0,0,Length,=,232000,BitCount,=,120,,2.5049
3941.796469,1,402,Rx,d,8,D8,61,2,0,1,0,0,0,Length,=,238000,BitCount,=,123,,2.5048
3941.996461,1,402,Rx,d,8,DD,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5053
3942.196456,1,402,Rx,d,8,DC,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5052
3942.396449,1,402,Rx,d,8,DA,61,1,0,0,0,1,0,Length,=,234000,BitCount,=,121,,2.505
3942.596444,1,402,Rx,d,8,DC,61,1,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5052
3942.796438,1,402,Rx,d,8,DA,61,0,0,0,0,1,0,Length,=,234000,BitCount,=,121,,2.505
3942.996434,1,402,Rx,d,8,DC,61,0,0,1,0,0,0,Length,=,236000,BitCount,=,122,,2.5052
3943.196427,1,402,Rx,d,8,D9,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3943.396423,1,402,Rx,d,8,D8,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5048
3943.596419,1,402,Rx,d,8,DC,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5052
3943.79641,1,402,Rx,d,8,DC,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5052
3943.996405,1,402,Rx,d,8,DA,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.505
3944.1964,1,402,Rx,d,8,D8,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3944.396395,1,402,Rx,d,8,D9,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3944.596388,1,402,Rx,d,8,D8,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3944.796385,1,402,Rx,d,8,D8,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3944.996377,1,402,Rx,d,8,D9,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3945.19637,1,402,Rx,d,8,D8,61,0,0,1,0,1,0,Length,=,232000,BitCount,=,120,,2.5048
3945.396367,1,402,Rx,d,8,E0,61,1,0,1,0,1,0,Length,=,234000,BitCount,=,121,,2.5056
3945.596363,1,402,Rx,d,8,D9,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3945.796356,1,402,Rx,d,8,E0,61,0,0,0,0,1,0,Length,=,234000,BitCount,=,121,,2.5056
3945.996351,1,402,Rx,d,8,DA,61,0,0,0,0,1,0,Length,=,234000,BitCount,=,121,,2.505
3946.196344,1,402,Rx,d,8,DE,61,0,0,1,0,0,0,Length,=,232000,BitCount,=,120,,2.5054
3946.396341,1,402,Rx,d,8,DB,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5051
3946.596335,1,402,Rx,d,8,DA,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.505
3946.796331,1,402,Rx,d,8,D8,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5048
3946.996323,1,402,Rx,d,8,D9,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3947.196316,1,402,Rx,d,8,DD,61,0,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5053
3947.396314,1,402,Rx,d,8,D7,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5047
3947.596306,1,402,Rx,d,8,D9,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3947.7963,1,402,Rx,d,8,DB,61,1,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5051
3947.996294,1,402,Rx,d,8,DB,61,1,0,1,0,1,0,Length,=,232000,BitCount,=,120,,2.5051
3948.196293,1,402,Rx,d,8,DC,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5052
3948.396288,1,402,Rx,d,8,DC,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5052
3948.59628,1,402,Rx,d,8,D9,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3948.796277,1,402,Rx,d,8,DB,61,0,0,1,0,0,0,Length,=,236000,BitCount,=,122,,2.5051
3948.996268,1,402,Rx,d,8,D8,61,0,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3949.196264,1,402,Rx,d,8,DD,61,1,0,1,0,1,0,Length,=,234000,BitCount,=,121,,2.5053
3949.396257,1,402,Rx,d,8,D9,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3949.596253,1,402,Rx,d,8,DF,61,2,0,0,0,1,0,Length,=,234000,BitCount,=,121,,2.5055
3949.796248,1,402,Rx,d,8,DB,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5051
3949.996241,1,402,Rx,d,8,DC,61,1,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5052
3950.196236,1,402,Rx,d,8,D9,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3950.396229,1,402,Rx,d,8,DD,61,0,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5053
3950.596226,1,402,Rx,d,8,DB,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5051
3950.796222,1,402,Rx,d,8,DC,61,0,0,0,0,1,0,Length,=,236000,BitCount,=,122,,2.5052
3950.996213,1,402,Rx,d,8,DD,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5053
3951.196208,1,402,Rx,d,8,DC,61,1,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5052
3951.396203,1,402,Rx,d,8,DA,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.505
3951.596195,1,402,Rx,d,8,DA,61,2,0,1,0,0,0,Length,=,232000,BitCount,=,120,,2.505
3951.796193,1,402,Rx,d,8,DA,61,0,0,1,0,1,0,Length,=,234000,BitCount,=,121,,2.505
3951.996186,1,402,Rx,d,8,DA,61,1,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.505
3952.196181,1,402,Rx,d,8,D9,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3952.396174,1,402,Rx,d,8,DB,61,1,0,2,0,0,0,Length,=,232000,BitCount,=,120,,2.5051
3952.596171,1,402,Rx,d,8,DB,61,1,0,1,0,0,0,Length,=,236000,BitCount,=,122,,2.5051
3952.796161,1,402,Rx,d,8,DB,61,0,0,1,0,2,0,Length,=,230000,BitCount,=,119,,2.5051
3952.996158,1,402,Rx,d,8,D9,61,0,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5049
3953.196155,1,402,Rx,d,8,DC,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5052
3953.396149,1,402,Rx,d,8,D9,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3953.596144,1,402,Rx,d,8,DC,61,0,0,1,0,0,0,Length,=,236000,BitCount,=,122,,2.5052
3953.79614,1,402,Rx,d,8,DB,61,0,0,1,0,0,0,Length,=,236000,BitCount,=,122,,2.5051
3953.996131,1,402,Rx,d,8,D9,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3954.196126,1,402,Rx,d,8,DD,61,0,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5053
3954.396119,1,402,Rx,d,8,D9,61,0,0,1,0,0,0,Length,=,232000,BitCount,=,120,,2.5049
3954.596118,1,402,Rx,d,8,DC,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5052
3954.79611,1,402,Rx,d,8,DA,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.505
3954.996103,1,402,Rx,d,8,DB,61,1,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5051
3955.196098,1,402,Rx,d,8,D8,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3955.396093,1,402,Rx,d,8,D9,61,2,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3955.59609,1,402,Rx,d,8,DC,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5052
3955.796085,1,402,Rx,d,8,DA,61,0,0,2,0,1,0,Length,=,236000,BitCount,=,122,,2.505
3955.99608,1,402,Rx,d,8,DC,61,0,0,0,0,1,0,Length,=,236000,BitCount,=,122,,2.5052
3956.196071,1,402,Rx,d,8,D8,61,1,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5048
3956.396067,1,402,Rx,d,8,D8,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3956.596061,1,402,Rx,d,8,D9,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3956.796054,1,402,Rx,d,8,DB,61,0,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5051
3956.996051,1,402,Rx,d,8,D7,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5047
3957.196045,1,402,Rx,d,8,D9,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3957.396038,1,402,Rx,d,8,D9,61,1,0,1,0,0,0,Length,=,232000,BitCount,=,120,,2.5049
3957.596033,1,402,Rx,d,8,DA,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.505
3957.796028,1,402,Rx,d,8,D8,61,0,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3957.996022,1,402,Rx,d,8,DC,61,1,0,2,0,0,0,Length,=,234000,BitCount,=,121,,2.5052
3958.196015,1,402,Rx,d,8,D9,61,1,0,1,0,2,0,Length,=,232000,BitCount,=,120,,2.5049
3958.396011,1,402,Rx,d,8,D9,61,0,0,1,0,1,0,Length,=,234000,BitCount,=,121,,2.5049
3958.596005,1,402,Rx,d,8,DA,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.505
3958.796001,1,402,Rx,d,8,D9,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3958.995995,1,402,Rx,d,8,D9,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3959.195993,1,402,Rx,d,8,D9,61,2,0,1,0,1,0,Length,=,236000,BitCount,=,122,,2.5049
3959.395986,1,402,Rx,d,8,D7,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5047
3959.595979,1,402,Rx,d,8,DA,61,1,0,0,0,1,0,Length,=,234000,BitCount,=,121,,2.505
3959.795974,1,402,Rx,d,8,DA,61,1,0,0,0,2,0,Length,=,234000,BitCount,=,121,,2.505
3959.995968,1,402,Rx,d,8,D8,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3960.195965,1,402,Rx,d,8,D8,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5048
3960.395958,1,402,Rx,d,8,D6,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5046
3960.595949,1,402,Rx,d,8,D9,61,0,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5049
3960.795945,1,402,Rx,d,8,D9,61,1,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5049
3960.995941,1,402,Rx,d,8,D9,61,0,0,1,0,1,0,Length,=,234000,BitCount,=,121,,2.5049
3961.195938,1,402,Rx,d,8,D8,61,1,0,1,0,0,0,Length,=,236000,BitCount,=,122,,2.5048
3961.395929,1,402,Rx,d,8,D9,61,0,0,1,0,0,0,Length,=,232000,BitCount,=,120,,2.5049
3961.595925,1,402,Rx,d,8,D9,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3961.795917,1,402,Rx,d,8,DC,61,2,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5052
3961.995914,1,402,Rx,d,8,DA,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.505
3962.195908,1,402,Rx,d,8,D8,61,0,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3962.395903,1,402,Rx,d,8,D4,61,0,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5044
3962.595898,1,402,Rx,d,8,D8,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3962.795893,1,402,Rx,d,8,D4,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5044
3962.995889,1,402,Rx,d,8,D6,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5046
3963.19588,1,402,Rx,d,8,D8,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3963.395875,1,402,Rx,d,8,D9,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3963.595868,1,402,Rx,d,8,D9,61,0,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5049
3963.795862,1,402,Rx,d,8,D9,61,1,0,1,0,1,0,Length,=,232000,BitCount,=,120,,2.5049
3963.995859,1,402,Rx,d,8,D9,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3964.195854,1,402,Rx,d,8,D7,61,1,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5047
3964.39585,1,402,Rx,d,8,D6,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5046
3964.595844,1,402,Rx,d,8,DC,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5052
3964.795837,1,402,Rx,d,8,D9,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3964.995831,1,402,Rx,d,8,DA,61,1,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.505
3965.195827,1,402,Rx,d,8,DE,61,2,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5054
3965.39582,1,402,Rx,d,8,D9,61,1,0,2,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3965.595813,1,402,Rx,d,8,DB,61,0,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5051
3965.795808,1,402,Rx,d,8,D9,61,1,0,1,0,0,0,Length,=,232000,BitCount,=,120,,2.5049
3965.995806,1,402,Rx,d,8,D7,61,0,0,0,0,1,0,Length,=,236000,BitCount,=,122,,2.5047
3966.195801,1,402,Rx,d,8,D4,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5044
3966.395796,1,402,Rx,d,8,D6,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5046
3966.595788,1,402,Rx,d,8,D9,61,0,0,1,0,1,0,Length,=,234000,BitCount,=,121,,2.5049
3966.795785,1,402,Rx,d,8,D5,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5045
3966.995775,1,402,Rx,d,8,D6,61,0,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5046
3967.195771,1,402,Rx,d,8,D4,61,1,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5044
3967.395766,1,402,Rx,d,8,D9,61,0,0,1,0,1,0,Length,=,234000,BitCount,=,121,,2.5049
3967.595761,1,402,Rx,d,8,D6,61,0,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5046
3967.795752,1,402,Rx,d,8,D6,61,0,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5046
3967.995749,1,402,Rx,d,8,D6,61,0,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5046
3968.195745,1,402,Rx,d,8,D5,61,1,0,1,0,1,0,Length,=,234000,BitCount,=,121,,2.5045
3968.395741,1,402,Rx,d,8,D6,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5046
3968.595731,1,402,Rx,d,8,D2,61,2,0,2,0,1,0,Length,=,232000,BitCount,=,120,,2.5042
3968.79573,1,402,Rx,d,8,DB,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5051
3968.99572,1,402,Rx,d,8,D4,61,0,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5044
3969.195716,1,402,Rx,d,8,DD,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5053
3969.395714,1,402,Rx,d,8,D7,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5047
3969.595707,1,402,Rx,d,8,DB,61,0,0,1,0,0,0,Length,=,236000,BitCount,=,122,,2.5051
3969.7957,1,402,Rx,d,8,D9,61,0,0,1,0,1,0,Length,=,234000,BitCount,=,121,,2.5049
3969.995696,1,402,Rx,d,8,DA,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.505
3970.195691,1,402,Rx,d,8,D4,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5044
3970.395681,1,402,Rx,d,8,D8,61,1,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5048
3970.595678,1,402,Rx,d,8,DF,61,0,0,0,0,1,0,Length,=,234000,BitCount,=,121,,2.5055
3970.795673,1,402,Rx,d,8,D8,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3970.995666,1,402,Rx,d,8,D5,61,1,0,1,0,0,0,Length,=,232000,BitCount,=,120,,2.5045
3971.195664,1,402,Rx,d,8,D7,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5047
3971.395655,1,402,Rx,d,8,D9,61,0,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5049
3971.595651,1,402,Rx,d,8,D3,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5043
3971.795648,1,402,Rx,d,8,D5,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5045
3971.995641,1,402,Rx,d,8,D8,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3972.195634,1,402,Rx,d,8,DA,61,1,0,0,0,1,0,Length,=,234000,BitCount,=,121,,2.505
3972.395627,1,402,Rx,d,8,D6,61,0,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5046
3972.595626,1,402,Rx,d,8,D4,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5044
3972.795618,1,402,Rx,d,8,D8,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3972.995611,1,402,Rx,d,8,D4,61,0,0,1,0,1,0,Length,=,232000,BitCount,=,120,,2.5044
3973.19561,1,402,Rx,d,8,D7,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5047
3973.395603,1,402,Rx,d,8,D7,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5047
3973.595597,1,402,Rx,d,8,D8,61,0,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3973.795591,1,402,Rx,d,8,D6,61,0,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5046
3973.995588,1,402,Rx,d,8,D7,61,0,0,0,0,1,0,Length,=,236000,BitCount,=,122,,2.5047
3974.19558,1,402,Rx,d,8,D6,61,1,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5046
3974.395574,1,402,Rx,d,8,D4,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5044
3974.595572,1,402,Rx,d,8,D7,61,0,0,0,0,1,0,Length,=,236000,BitCount,=,122,,2.5047
3974.795561,1,402,Rx,d,8,D9,61,1,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5049
3974.995558,1,402,Rx,d,8,D8,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3975.195553,1,402,Rx,d,8,D6,61,1,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5046
3975.395547,1,402,Rx,d,8,D7,61,1,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5047
3975.595541,1,402,Rx,d,8,D9,61,1,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5049
3975.795538,1,402,Rx,d,8,D7,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5047
3975.995532,1,402,Rx,d,8,D9,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3976.195523,1,402,Rx,d,8,D8,61,1,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5048
3976.395522,1,402,Rx,d,8,D5,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5045
3976.595516,1,402,Rx,d,8,D7,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5047
3976.79551,1,402,Rx,d,8,D6,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5046
3976.995503,1,402,Rx,d,8,D4,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5044
3977.195496,1,402,Rx,d,8,D8,61,0,0,1,0,1,0,Length,=,232000,BitCount,=,120,,2.5048
3977.395495,1,402,Rx,d,8,D7,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5047
3977.595489,1,402,Rx,d,8,D7,61,2,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5047
3977.79548,1,402,Rx,d,8,D8,61,0,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5048
3977.995478,1,402,Rx,d,8,D7,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5047
3978.195472,1,402,Rx,d,8,D5,61,0,0,0,0,1,0,Length,=,236000,BitCount,=,122,,2.5045
3978.395464,1,402,Rx,d,8,D8,61,2,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5048
3978.595459,1,402,Rx,d,8,D9,61,0,0,1,0,1,0,Length,=,234000,BitCount,=,121,,2.5049
3978.796455,1,402,Rx,d,8,D7,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5047
3978.995449,1,402,Rx,d,8,D7,61,1,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5047
3979.195444,1,402,Rx,d,8,D8,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3979.395437,1,402,Rx,d,8,D6,61,1,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5046
3979.595432,1,402,Rx,d,8,D8,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3979.795426,1,402,Rx,d,8,D9,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3979.995423,1,402,Rx,d,8,D5,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5045
3980.195414,1,402,Rx,d,8,D4,61,0,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5044
3980.395411,1,402,Rx,d,8,D9,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5049
3980.595405,1,402,Rx,d,8,DA,61,1,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.505
3980.795404,1,402,Rx,d,8,D0,61,0,0,0,0,0,0,Length,=,238000,BitCount,=,123,,2.504
3980.995394,1,402,Rx,d,8,D4,61,2,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5044
3981.195391,1,402,Rx,d,8,D5,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5045
3981.395384,1,402,Rx,d,8,D8,61,0,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3981.59538,1,402,Rx,d,8,D6,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5046
3981.795374,1,402,Rx,d,8,D4,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5044
3981.995366,1,402,Rx,d,8,D8,61,0,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3982.195361,1,402,Rx,d,8,D8,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3982.395358,1,402,Rx,d,8,D7,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5047
3982.595349,1,402,Rx,d,8,D6,61,1,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5046
3982.795347,1,402,Rx,d,8,D7,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5047
3982.995341,1,402,Rx,d,8,D2,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5042
3983.195334,1,402,Rx,d,8,D8,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3983.395331,1,402,Rx,d,8,D7,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5047
3983.595326,1,402,Rx,d,8,D5,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5045
3983.795318,1,402,Rx,d,8,D4,61,1,0,1,0,0,0,Length,=,234000,BitCount,=,121,,2.5044
3983.995312,1,402,Rx,d,8,D8,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5048
3984.195308,1,402,Rx,d,8,D6,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5046
3984.395303,1,402,Rx,d,8,D4,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5044
3984.595294,1,402,Rx,d,8,D7,61,1,0,0,0,1,0,Length,=,232000,BitCount,=,120,,2.5047
3984.795293,1,402,Rx,d,8,D5,61,0,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5045
3984.995285,1,402,Rx,d,8,D3,61,0,0,0,0,0,0,Length,=,234000,BitCount,=,121,,2.5043
3985.19528,1,402,Rx,d,8,D3,61,0,0,1,0,1,0,Length,=,234000,BitCount,=,121,,2.5043
3985.395275,1,402,Rx,d,8,D5,61,1,0,0,0,0,0,Length,=,236000,BitCount,=,122,,2.5045
3985.595268,1,402,Rx,d,8,D3,61,0,0,1,0,1,0,Length,=,234000,BitCount,=,121,,2.5043
