time,ms,voltage,badData,segId, 
Wed Jun 25 09:57:15 EDT 2014,1403704635112.00,132.999,0,1, 
Wed Jun 25 09:57:16 EDT 2014,1403704636112.00,133.043,0,1, 
Wed Jun 25 09:57:17 EDT 2014,1403704637112.00,133.096,0,1, 
Wed Jun 25 09:57:18 EDT 2014,1403704638112.00,133.069,0,1, 
Wed Jun 25 09:57:19 EDT 2014,1403704639112.00,133.027,0,1, 
Wed Jun 25 09:57:20 EDT 2014,1403704640112.00,133.045,0,4, 
Wed Jun 25 09:57:21 EDT 2014,1403704641112.00,133.037,0,4, 
Wed Jun 25 09:57:22 EDT 2014,1403704642112.00,133.004,0,4, 
Wed Jun 25 09:57:23 EDT 2014,1403704643112.00,132.953,0,4, 
Wed Jun 25 09:57:24 EDT 2014,1403704644112.00,132.925,0,4, 
Wed Jun 25 09:57:25 EDT 2014,1403704645112.00,132.915,0,4, 
Wed Jun 25 09:57:26 EDT 2014,1403704646112.00,132.953,0,4, 
Wed Jun 25 09:57:27 EDT 2014,1403704647112.00,132.975,0,4, 
Wed Jun 25 09:57:28 EDT 2014,1403704648112.00,132.989,0,4, 
Wed Jun 25 09:57:29 EDT 2014,1403704649112.00,132.969,0,4, 
Wed Jun 25 09:57:30 EDT 2014,1403704650112.00,132.954,0,4, 
Wed Jun 25 09:57:31 EDT 2014,1403704651112.00,132.902,0,4, 
Wed Jun 25 09:57:32 EDT 2014,1403704652112.00,132.867,0,2, 
Wed Jun 25 09:57:33 EDT 2014,1403704653112.00,132.797,0,2, 
Wed Jun 25 09:57:35 EDT 2014,1403704655112.00,132.805,0,2, 
Wed Jun 25 09:57:36 EDT 2014,1403704656112.00,132.814,0,2, 
Wed Jun 25 09:57:37 EDT 2014,1403704657112.00,132.795,0,2, 
Wed Jun 25 09:57:38 EDT 2014,1403704658112.00,132.844,0,2, 
Wed Jun 25 09:57:39 EDT 2014,1403704659112.00,132.805,0,2, 
Wed Jun 25 09:57:40 EDT 2014,1403704660112.00,132.781,0,2, 
Wed Jun 25 09:57:41 EDT 2014,1403704661112.00,132.871,0,2, 
Wed Jun 25 09:57:42 EDT 2014,1403704662112.00,132.903,0,2, 
Wed Jun 25 09:57:43 EDT 2014,1403704663112.00,132.968,0,2, 
Wed Jun 25 09:57:44 EDT 2014,1403704664112.00,132.944,0,2, 
Wed Jun 25 09:57:45 EDT 2014,1403704665112.00,132.945,0,2, 
Wed Jun 25 09:57:46 EDT 2014,1403704666112.00,132.914,0,2, 
Wed Jun 25 09:57:47 EDT 2014,1403704667112.00,132.911,0,2, 
Wed Jun 25 09:57:48 EDT 2014,1403704668112.00,132.843,0,2, 
Wed Jun 25 09:57:49 EDT 2014,1403704669112.00,132.707,0,2, 
Wed Jun 25 09:57:50 EDT 2014,1403704670112.00,132.701,0,2, 
Wed Jun 25 09:57:51 EDT 2014,1403704671112.00,132.589,0,2, 
Wed Jun 25 09:57:52 EDT 2014,1403704672112.00,132.466,0,2, 
Wed Jun 25 09:57:53 EDT 2014,1403704673112.00,132.438,0,2, 
Wed Jun 25 09:57:54 EDT 2014,1403704674112.00,132.428,0,2, 
Wed Jun 25 09:57:55 EDT 2014,1403704675112.00,132.371,0,2, 
Wed Jun 25 09:57:56 EDT 2014,1403704676112.00,132.388,0,2, 
Wed Jun 25 09:57:57 EDT 2014,1403704677112.00,132.35,0,2, 
Wed Jun 25 09:57:58 EDT 2014,1403704678112.00,132.347,0,2, 
Wed Jun 25 09:57:59 EDT 2014,1403704679112.00,132.326,0,2, 
Wed Jun 25 09:58:00 EDT 2014,1403704680112.00,132.275,0,2, 
Wed Jun 25 09:58:02 EDT 2014,1403704682112.00,132.307,0,2, 
Wed Jun 25 09:58:03 EDT 2014,1403704683112.00,132.288,0,2, 
Wed Jun 25 09:58:04 EDT 2014,1403704684112.00,132.342,0,2, 
Wed Jun 25 09:58:05 EDT 2014,1403704685112.00,132.385,0,2, 
Wed Jun 25 09:58:06 EDT 2014,1403704686112.00,132.387,0,2, 
Wed Jun 25 09:58:07 EDT 2014,1403704687112.00,132.384,0,3, 
Wed Jun 25 09:58:08 EDT 2014,1403704688112.00,132.414,0,3, 
Wed Jun 25 09:58:09 EDT 2014,1403704689112.00,132.408,0,3, 
Wed Jun 25 09:58:10 EDT 2014,1403704690112.00,132.357,0,3, 
Wed Jun 25 09:58:11 EDT 2014,1403704691112.00,132.353,0,3, 
Wed Jun 25 09:58:12 EDT 2014,1403704692112.00,132.39,0,3, 
Wed Jun 25 09:58:13 EDT 2014,1403704693112.00,132.396,0,3, 
Wed Jun 25 09:58:14 EDT 2014,1403704694112.00,132.341,0,3, 
Wed Jun 25 09:58:15 EDT 2014,1403704695112.00,132.285,0,3, 
Wed Jun 25 09:58:16 EDT 2014,1403704696112.00,132.217,0,3, 
Wed Jun 25 09:58:17 EDT 2014,1403704697112.00,132.184,0,3, 
Wed Jun 25 09:58:18 EDT 2014,1403704698112.00,132.195,0,3, 
Wed Jun 25 09:58:19 EDT 2014,1403704699112.00,132.149,0,3, 
Wed Jun 25 09:58:20 EDT 2014,1403704700112.00,132.143,0,3, 
Wed Jun 25 09:58:21 EDT 2014,1403704701112.00,132.213,0,3, 
Wed Jun 25 09:58:22 EDT 2014,1403704702112.00,132.227,0,3, 
Wed Jun 25 09:58:23 EDT 2014,1403704703112.00,132.257,0,3, 
Wed Jun 25 09:58:24 EDT 2014,1403704704112.00,132.311,0,3, 
Wed Jun 25 09:58:25 EDT 2014,1403704705112.00,132.317,0,3, 
Wed Jun 25 09:58:26 EDT 2014,1403704706112.00,132.296,0,3, 
Wed Jun 25 09:58:27 EDT 2014,1403704707112.00,132.272,0,3, 
Wed Jun 25 09:58:28 EDT 2014,1403704708112.00,132.223,0,3, 
Wed Jun 25 09:58:29 EDT 2014,1403704709112.00,132.205,0,3, 
Wed Jun 25 09:58:30 EDT 2014,1403704710112.00,132.17,0,3, 
Wed Jun 25 09:58:31 EDT 2014,1403704711112.00,132.093,0,3, 
Wed Jun 25 09:58:32 EDT 2014,1403704712112.00,132.047,0,3, 
Wed Jun 25 09:58:33 EDT 2014,1403704713112.00,132.15,0,3, 
Wed Jun 25 09:58:34 EDT 2014,1403704714112.00,132.138,0,3, 
Wed Jun 25 09:58:35 EDT 2014,1403704715112.00,132.186,0,3, 
Wed Jun 25 09:58:36 EDT 2014,1403704716112.00,132.19,0,3, 
Wed Jun 25 09:58:37 EDT 2014,1403704717112.00,132.259,0,3, 
Wed Jun 25 09:58:38 EDT 2014,1403704718112.00,132.264,0,3, 
Wed Jun 25 09:58:39 EDT 2014,1403704719112.00,132.328,0,3, 
Wed Jun 25 09:58:40 EDT 2014,1403704720112.00,132.33,0,3, 
Wed Jun 25 09:58:41 EDT 2014,1403704721112.00,132.387,0,3, 
Wed Jun 25 09:58:42 EDT 2014,1403704722112.00,132.396,0,3, 
Wed Jun 25 09:58:46 EDT 2014,1403704726112.00,132.415,0,3, 
Wed Jun 25 09:58:48 EDT 2014,1403704728112.00,132.306,0,3, 
Wed Jun 25 09:58:49 EDT 2014,1403704729112.00,132.365,0,3, 
Wed Jun 25 09:58:50 EDT 2014,1403704730112.00,132.377,0,3, 
Wed Jun 25 09:58:51 EDT 2014,1403704731112.00,132.424,0,3, 
Wed Jun 25 09:58:52 EDT 2014,1403704732112.00,132.412,0,3, 
Wed Jun 25 09:58:53 EDT 2014,1403704733112.00,132.442,0,3, 
Wed Jun 25 09:58:54 EDT 2014,1403704734112.00,132.412,0,3, 
Wed Jun 25 09:58:55 EDT 2014,1403704735112.00,132.391,0,3, 
Wed Jun 25 09:58:56 EDT 2014,1403704736112.00,132.447,0,3, 
Wed Jun 25 09:58:57 EDT 2014,1403704737112.00,132.39,0,3, 
Wed Jun 25 09:58:58 EDT 2014,1403704738112.00,132.41,0,3, 
Wed Jun 25 09:58:59 EDT 2014,1403704739112.00,132.427,0,3, 
Wed Jun 25 09:59:01 EDT 2014,1403704741112.00,132.476,0,3, 
Wed Jun 25 09:59:02 EDT 2014,1403704742112.00,132.432,0,3, 
Wed Jun 25 09:59:03 EDT 2014,1403704743112.00,132.4,0,3, 
Wed Jun 25 09:59:04 EDT 2014,1403704744112.00,132.128,0,3, 
Wed Jun 25 09:59:06 EDT 2014,1403704746112.00,132.353,0,3, 
Wed Jun 25 09:59:07 EDT 2014,1403704747112.00,132.301,0,3, 
Wed Jun 25 09:59:09 EDT 2014,1403704749112.00,132.299,0,3, 
Wed Jun 25 09:59:10 EDT 2014,1403704750112.00,132.337,0,3, 
Wed Jun 25 09:59:13 EDT 2014,1403704753112.00,132.348,0,3, 
Wed Jun 25 09:59:15 EDT 2014,1403704755112.00,132.443,0,3, 
Wed Jun 25 09:59:16 EDT 2014,1403704756112.00,132.505,0,3, 
Wed Jun 25 09:59:17 EDT 2014,1403704757112.00,132.51,0,3, 
Wed Jun 25 09:59:18 EDT 2014,1403704758112.00,132.516,0,3, 
Wed Jun 25 09:59:19 EDT 2014,1403704759112.00,132.447,0,3, 
Wed Jun 25 09:59:20 EDT 2014,1403704760112.00,132.385,0,3, 
Wed Jun 25 09:59:21 EDT 2014,1403704761112.00,132.25,0,3, 
Wed Jun 25 09:59:23 EDT 2014,1403704763112.00,132.236,0,3, 
Wed Jun 25 09:59:26 EDT 2014,1403704766112.00,132.206,0,3, 
Wed Jun 25 09:59:27 EDT 2014,1403704767112.00,132.344,0,3, 
Wed Jun 25 09:59:28 EDT 2014,1403704768112.00,132.414,0,3, 
Wed Jun 25 09:59:29 EDT 2014,1403704769112.00,132.419,0,3, 
Wed Jun 25 09:59:30 EDT 2014,1403704770112.00,132.453,0,3, 
Wed Jun 25 09:59:31 EDT 2014,1403704771112.00,132.428,0,3, 
Wed Jun 25 09:59:32 EDT 2014,1403704772112.00,132.465,0,3, 
Wed Jun 25 09:59:33 EDT 2014,1403704773112.00,132.376,0,3, 
Wed Jun 25 09:59:34 EDT 2014,1403704774112.00,132.315,0,3, 
Wed Jun 25 09:59:35 EDT 2014,1403704775112.00,132.271,0,3, 
Wed Jun 25 09:59:36 EDT 2014,1403704776112.00,132.322,0,3, 
Wed Jun 25 09:59:37 EDT 2014,1403704777112.00,132.257,0,3, 
Wed Jun 25 09:59:38 EDT 2014,1403704778112.00,132.391,0,3, 
Wed Jun 25 09:59:40 EDT 2014,1403704780112.00,132.403,0,3, 
Wed Jun 25 09:59:41 EDT 2014,1403704781112.00,132.458,0,3, 
Wed Jun 25 09:59:43 EDT 2014,1403704783112.00,132.459,0,3, 
Wed Jun 25 09:59:44 EDT 2014,1403704784112.00,132.691,0,3, 
Wed Jun 25 09:59:46 EDT 2014,1403704786112.00,132.664,0,2, 
Wed Jun 25 09:59:47 EDT 2014,1403704787112.00,132.553,0,2, 
Wed Jun 25 09:59:48 EDT 2014,1403704788112.00,132.507,0,2, 
Wed Jun 25 09:59:49 EDT 2014,1403704789112.00,132.476,0,2, 
Wed Jun 25 09:59:50 EDT 2014,1403704790112.00,132.43,0,2, 
Wed Jun 25 09:59:51 EDT 2014,1403704791112.00,132.423,0,2, 
Wed Jun 25 09:59:52 EDT 2014,1403704792112.00,132.418,0,2, 
Wed Jun 25 09:59:53 EDT 2014,1403704793112.00,132.586,0,4, 
Wed Jun 25 09:59:54 EDT 2014,1403704794112.00,132.613,0,4, 
Wed Jun 25 09:59:55 EDT 2014,1403704795112.00,132.695,0,4, 
Wed Jun 25 09:59:56 EDT 2014,1403704796112.00,132.704,0,4, 
Wed Jun 25 09:59:57 EDT 2014,1403704797112.00,132.708,0,4, 
Wed Jun 25 09:59:58 EDT 2014,1403704798112.00,132.686,0,4, 
Wed Jun 25 09:59:59 EDT 2014,1403704799112.00,132.743,0,4, 
Wed Jun 25 10:00:00 EDT 2014,1403704800112.00,132.736,0,4, 
Wed Jun 25 10:00:01 EDT 2014,1403704801112.00,132.742,0,4, 
Wed Jun 25 10:00:02 EDT 2014,1403704802112.00,132.642,0,4, 
Wed Jun 25 10:00:03 EDT 2014,1403704803112.00,132.635,0,4, 
Wed Jun 25 10:00:04 EDT 2014,1403704804112.00,132.551,0,4, 
Wed Jun 25 10:00:05 EDT 2014,1403704805112.00,132.503,0,4, 
Wed Jun 25 10:00:06 EDT 2014,1403704806112.00,132.382,0,4, 
Wed Jun 25 10:00:07 EDT 2014,1403704807112.00,132.327,0,4, 
Wed Jun 25 10:00:08 EDT 2014,1403704808112.00,132.189,0,4, 
Wed Jun 25 10:00:09 EDT 2014,1403704809112.00,132.21,0,4, 
Wed Jun 25 10:00:11 EDT 2014,1403704811112.00,132.094,0,4, 
Wed Jun 25 10:00:12 EDT 2014,1403704812112.00,132.165,0,4, 
Wed Jun 25 10:00:13 EDT 2014,1403704813112.00,132.304,0,4, 
Wed Jun 25 10:00:14 EDT 2014,1403704814112.00,132.331,0,4, 
Wed Jun 25 10:00:15 EDT 2014,1403704815112.00,132.361,0,4, 
Wed Jun 25 10:00:16 EDT 2014,1403704816112.00,132.37,0,4, 
Wed Jun 25 10:00:17 EDT 2014,1403704817112.00,132.412,0,4, 
Wed Jun 25 10:00:18 EDT 2014,1403704818112.00,132.378,0,4, 
Wed Jun 25 10:00:19 EDT 2014,1403704819112.00,132.459,0,4, 
Wed Jun 25 10:00:20 EDT 2014,1403704820112.00,132.39,0,4, 
Wed Jun 25 10:00:21 EDT 2014,1403704821112.00,132.368,0,4, 
Wed Jun 25 10:00:22 EDT 2014,1403704822112.00,132.23,0,4, 
Wed Jun 25 10:00:23 EDT 2014,1403704823112.00,132.28,0,4, 
Wed Jun 25 10:00:24 EDT 2014,1403704824112.00,132.271,0,4, 
Wed Jun 25 10:00:25 EDT 2014,1403704825112.00,132.322,0,4, 
Wed Jun 25 10:00:26 EDT 2014,1403704826112.00,132.206,0,4, 
Wed Jun 25 10:00:27 EDT 2014,1403704827112.00,132.356,0,4, 
Wed Jun 25 10:00:28 EDT 2014,1403704828112.00,132.305,0,1, 
Wed Jun 25 10:00:29 EDT 2014,1403704829112.00,132.25,0,1, 
Wed Jun 25 10:00:30 EDT 2014,1403704830112.00,132.304,0,1, 
Wed Jun 25 10:00:31 EDT 2014,1403704831112.00,132.277,0,1, 
Wed Jun 25 10:00:32 EDT 2014,1403704832112.00,132.213,0,1, 
Wed Jun 25 10:00:33 EDT 2014,1403704833112.00,132.264,0,1, 
Wed Jun 25 10:00:34 EDT 2014,1403704834112.00,132.206,0,1, 
Wed Jun 25 10:00:35 EDT 2014,1403704835112.00,132.213,0,1, 
Wed Jun 25 10:00:36 EDT 2014,1403704836112.00,132.199,0,1, 
Wed Jun 25 10:00:37 EDT 2014,1403704837112.00,132.246,0,1, 
Wed Jun 25 10:00:38 EDT 2014,1403704838112.00,132.226,0,1, 
Wed Jun 25 10:00:39 EDT 2014,1403704839112.00,132.167,0,1, 
Wed Jun 25 10:00:40 EDT 2014,1403704840112.00,132.16,0,1, 
Wed Jun 25 10:00:41 EDT 2014,1403704841112.00,132.106,0,1, 
Wed Jun 25 10:00:42 EDT 2014,1403704842112.00,132.115,0,1, 
Wed Jun 25 10:00:43 EDT 2014,1403704843112.00,132.145,0,1, 
Wed Jun 25 10:00:44 EDT 2014,1403704844112.00,132.207,0,1, 
Wed Jun 25 10:00:45 EDT 2014,1403704845112.00,132.204,0,1, 
Wed Jun 25 10:00:46 EDT 2014,1403704846112.00,132.178,0,1, 
Wed Jun 25 10:00:47 EDT 2014,1403704847112.00,132.187,0,1, 
Wed Jun 25 10:00:48 EDT 2014,1403704848112.00,132.18,0,1, 
Wed Jun 25 10:00:49 EDT 2014,1403704849112.00,132.176,0,1, 
Wed Jun 25 10:00:50 EDT 2014,1403704850112.00,132.198,0,1, 
Wed Jun 25 10:00:51 EDT 2014,1403704851112.00,132.157,0,1, 
Wed Jun 25 10:00:52 EDT 2014,1403704852112.00,131.941,0,1, 
Wed Jun 25 10:00:53 EDT 2014,1403704853112.00,132.141,0,1, 
Wed Jun 25 10:00:54 EDT 2014,1403704854112.00,132.172,0,1, 
Wed Jun 25 10:00:55 EDT 2014,1403704855112.00,132.136,0,1, 
Wed Jun 25 10:00:56 EDT 2014,1403704856112.00,132.154,0,1, 
Wed Jun 25 10:00:57 EDT 2014,1403704857112.00,132.114,0,1, 
Wed Jun 25 10:00:58 EDT 2014,1403704858112.00,132.189,0,1, 
Wed Jun 25 10:00:59 EDT 2014,1403704859112.00,132.207,0,1, 
Wed Jun 25 10:01:00 EDT 2014,1403704860112.00,132.268,0,1, 
Wed Jun 25 10:01:01 EDT 2014,1403704861112.00,132.276,0,1, 
Wed Jun 25 10:01:02 EDT 2014,1403704862112.00,132.299,0,1, 
Wed Jun 25 10:01:03 EDT 2014,1403704863112.00,132.211,0,1, 
Wed Jun 25 10:01:04 EDT 2014,1403704864112.00,132.157,0,1, 
Wed Jun 25 10:01:05 EDT 2014,1403704865112.00,132.078,0,1, 
Wed Jun 25 10:01:06 EDT 2014,1403704866112.00,132.142,0,1, 
Wed Jun 25 10:01:07 EDT 2014,1403704867112.00,132.166,0,1, 
Wed Jun 25 10:01:08 EDT 2014,1403704868112.00,132.348,0,1, 
Wed Jun 25 10:01:09 EDT 2014,1403704869112.00,132.464,0,1, 
Wed Jun 25 10:01:10 EDT 2014,1403704870112.00,132.59,0,1, 
Wed Jun 25 10:01:11 EDT 2014,1403704871112.00,132.642,0,1, 
Wed Jun 25 10:01:13 EDT 2014,1403704873112.00,132.668,0,1, 
Wed Jun 25 10:01:14 EDT 2014,1403704874112.00,132.596,0,1, 
Wed Jun 25 10:01:15 EDT 2014,1403704875112.00,132.46,0,1, 
Wed Jun 25 10:01:16 EDT 2014,1403704876112.00,132.362,0,1, 
Wed Jun 25 10:01:17 EDT 2014,1403704877112.00,132.297,0,1, 
Wed Jun 25 10:01:18 EDT 2014,1403704878112.00,132.271,0,1, 
Wed Jun 25 10:01:19 EDT 2014,1403704879112.00,132.266,0,1, 
Wed Jun 25 10:01:20 EDT 2014,1403704880112.00,130.805,0,1, 
Wed Jun 25 10:01:21 EDT 2014,1403704881112.00,132.302,0,1, 
Wed Jun 25 10:01:22 EDT 2014,1403704882112.00,131.792,0,1, 
Wed Jun 25 10:01:23 EDT 2014,1403704883112.00,132.489,0,1, 
Wed Jun 25 10:01:24 EDT 2014,1403704884112.00,132.506,0,1, 
Wed Jun 25 10:01:25 EDT 2014,1403704885112.00,132.434,0,1, 
Wed Jun 25 10:01:26 EDT 2014,1403704886112.00,132.397,0,1, 
Wed Jun 25 10:01:27 EDT 2014,1403704887112.00,132.4,0,1, 
Wed Jun 25 10:01:28 EDT 2014,1403704888112.00,132.248,0,1, 
Wed Jun 25 10:01:29 EDT 2014,1403704889112.00,132.149,0,1, 
Wed Jun 25 10:01:30 EDT 2014,1403704890112.00,132.108,0,1, 
Wed Jun 25 10:01:31 EDT 2014,1403704891112.00,132.081,0,1, 
Wed Jun 25 10:01:32 EDT 2014,1403704892112.00,132.085,0,1, 
Wed Jun 25 10:01:33 EDT 2014,1403704893112.00,132.116,0,1, 
Wed Jun 25 10:01:34 EDT 2014,1403704894112.00,132.136,0,1, 
Wed Jun 25 10:01:35 EDT 2014,1403704895112.00,132.211,0,1, 
Wed Jun 25 10:01:36 EDT 2014,1403704896112.00,132.208,0,1, 
Wed Jun 25 10:01:37 EDT 2014,1403704897112.00,132.24,0,1, 
Wed Jun 25 10:01:38 EDT 2014,1403704898112.00,132.253,0,1, 
Wed Jun 25 10:01:39 EDT 2014,1403704899112.00,132.263,0,1, 
Wed Jun 25 10:01:40 EDT 2014,1403704900112.00,132.275,0,1, 
Wed Jun 25 10:01:41 EDT 2014,1403704901112.00,132.288,0,1, 
Wed Jun 25 10:01:42 EDT 2014,1403704902112.00,132.303,0,1, 
Wed Jun 25 10:01:43 EDT 2014,1403704903112.00,132.292,0,1, 
Wed Jun 25 10:01:44 EDT 2014,1403704904112.00,132.228,0,1, 
Wed Jun 25 10:01:45 EDT 2014,1403704905112.00,132.355,0,1, 
Wed Jun 25 10:01:46 EDT 2014,1403704906112.00,132.386,0,1, 
Wed Jun 25 10:01:47 EDT 2014,1403704907112.00,132.357,0,1, 
Wed Jun 25 10:01:48 EDT 2014,1403704908112.00,132.342,0,1, 
Wed Jun 25 10:01:49 EDT 2014,1403704909112.00,132.336,0,1, 
Wed Jun 25 10:01:50 EDT 2014,1403704910112.00,132.333,0,1, 
Wed Jun 25 10:01:52 EDT 2014,1403704912112.00,132.331,0,1, 
Wed Jun 25 10:01:54 EDT 2014,1403704914112.00,132.436,0,1, 
Wed Jun 25 10:01:55 EDT 2014,1403704915112.00,132.621,0,1, 
Wed Jun 25 10:01:56 EDT 2014,1403704916112.00,132.683,0,1, 
Wed Jun 25 10:01:57 EDT 2014,1403704917112.00,132.626,0,1, 
Wed Jun 25 10:01:58 EDT 2014,1403704918112.00,132.577,0,1, 
Wed Jun 25 10:02:00 EDT 2014,1403704920112.00,132.63,0,4, 
Wed Jun 25 10:02:01 EDT 2014,1403704921112.00,132.562,0,4, 
Wed Jun 25 10:02:02 EDT 2014,1403704922112.00,132.533,0,4, 
Wed Jun 25 10:02:03 EDT 2014,1403704923112.00,132.511,0,4, 
Wed Jun 25 10:02:04 EDT 2014,1403704924112.00,132.435,0,4, 
Wed Jun 25 10:02:05 EDT 2014,1403704925112.00,132.484,0,4, 
Wed Jun 25 10:02:06 EDT 2014,1403704926112.00,132.549,0,4, 
Wed Jun 25 10:02:08 EDT 2014,1403704928112.00,132.526,0,4, 
Wed Jun 25 10:02:09 EDT 2014,1403704929112.00,132.412,0,4, 
Wed Jun 25 10:02:12 EDT 2014,1403704932112.00,132.461,0,4, 
Wed Jun 25 10:02:14 EDT 2014,1403704934112.00,132.286,0,2, 
Wed Jun 25 10:02:15 EDT 2014,1403704935112.00,132.258,0,2, 
Wed Jun 25 10:02:16 EDT 2014,1403704936112.00,132.328,0,2, 
Wed Jun 25 10:02:17 EDT 2014,1403704937112.00,132.298,0,2, 
Wed Jun 25 10:02:18 EDT 2014,1403704938112.00,132.296,0,2, 
Wed Jun 25 10:02:19 EDT 2014,1403704939112.00,132.227,0,2, 
Wed Jun 25 10:02:21 EDT 2014,1403704941112.00,132.285,0,2, 
Wed Jun 25 10:02:24 EDT 2014,1403704944112.00,132.239,0,2, 
Wed Jun 25 10:02:25 EDT 2014,1403704945112.00,132.085,0,2, 
Wed Jun 25 10:02:26 EDT 2014,1403704946112.00,132.067,0,2, 
Wed Jun 25 10:02:28 EDT 2014,1403704948112.00,132.009,0,2, 
Wed Jun 25 10:02:29 EDT 2014,1403704949112.00,131.893,0,2, 
Wed Jun 25 10:02:31 EDT 2014,1403704951112.00,131.866,0,2, 
Wed Jun 25 10:02:32 EDT 2014,1403704952112.00,131.881,0,2, 
Wed Jun 25 10:02:33 EDT 2014,1403704953112.00,131.887,0,2, 
Wed Jun 25 10:02:34 EDT 2014,1403704954112.00,131.91,0,2, 
Wed Jun 25 10:02:35 EDT 2014,1403704955112.00,131.837,0,2, 
Wed Jun 25 10:02:36 EDT 2014,1403704956112.00,131.821,0,2, 
Wed Jun 25 10:02:37 EDT 2014,1403704957112.00,131.84,0,2, 
Wed Jun 25 10:02:38 EDT 2014,1403704958112.00,131.864,0,2, 
Wed Jun 25 10:02:39 EDT 2014,1403704959112.00,131.895,0,2, 
Wed Jun 25 10:02:40 EDT 2014,1403704960112.00,131.936,0,2, 
Wed Jun 25 10:02:41 EDT 2014,1403704961112.00,131.916,0,2, 
Wed Jun 25 10:02:42 EDT 2014,1403704962112.00,131.935,0,2, 
Wed Jun 25 10:02:43 EDT 2014,1403704963112.00,132.01,0,2, 
Wed Jun 25 10:02:44 EDT 2014,1403704964112.00,131.982,0,2, 
Wed Jun 25 10:02:45 EDT 2014,1403704965112.00,132.031,0,2, 
Wed Jun 25 10:02:46 EDT 2014,1403704966112.00,132.028,0,2, 
Wed Jun 25 10:02:48 EDT 2014,1403704968112.00,132.03,0,2, 
Wed Jun 25 10:02:49 EDT 2014,1403704969112.00,131.992,0,3, 
Wed Jun 25 10:02:51 EDT 2014,1403704971112.00,131.895,0,3, 
Wed Jun 25 10:02:53 EDT 2014,1403704973112.00,131.94,0,3, 
Wed Jun 25 10:02:54 EDT 2014,1403704974112.00,131.844,0,3, 
Wed Jun 25 10:02:56 EDT 2014,1403704976112.00,131.832,0,3, 
Wed Jun 25 10:02:57 EDT 2014,1403704977112.00,131.846,0,3, 
Wed Jun 25 10:02:59 EDT 2014,1403704979112.00,131.859,0,3, 
Wed Jun 25 10:03:00 EDT 2014,1403704980112.00,131.866,0,3, 
Wed Jun 25 10:03:01 EDT 2014,1403704981112.00,131.924,0,3, 
Wed Jun 25 10:03:02 EDT 2014,1403704982112.00,131.88,0,3, 
Wed Jun 25 10:03:04 EDT 2014,1403704984112.00,131.904,0,3, 
Wed Jun 25 10:03:05 EDT 2014,1403704985112.00,131.84,0,3, 
Wed Jun 25 10:03:06 EDT 2014,1403704986112.00,131.887,0,3, 
Wed Jun 25 10:03:07 EDT 2014,1403704987112.00,131.915,0,3, 
Wed Jun 25 10:03:08 EDT 2014,1403704988112.00,131.918,0,3, 
Wed Jun 25 10:03:09 EDT 2014,1403704989112.00,131.931,0,3, 
Wed Jun 25 10:03:10 EDT 2014,1403704990112.00,131.946,0,3, 
Wed Jun 25 10:03:11 EDT 2014,1403704991112.00,131.922,0,3, 
Wed Jun 25 10:03:12 EDT 2014,1403704992112.00,131.923,0,3, 
Wed Jun 25 10:03:13 EDT 2014,1403704993112.00,131.683,0,3, 
Wed Jun 25 10:03:14 EDT 2014,1403704994112.00,131.879,0,3, 
Wed Jun 25 10:03:15 EDT 2014,1403704995112.00,131.909,0,3, 
Wed Jun 25 10:03:16 EDT 2014,1403704996112.00,131.892,0,3, 
Wed Jun 25 10:03:17 EDT 2014,1403704997112.00,131.963,0,3, 
Wed Jun 25 10:03:18 EDT 2014,1403704998112.00,132,0,3, 
Wed Jun 25 10:03:19 EDT 2014,1403704999112.00,132.025,0,3, 
Wed Jun 25 10:03:20 EDT 2014,1403705000112.00,132.066,0,3, 
Wed Jun 25 10:03:21 EDT 2014,1403705001112.00,132.034,0,3, 
Wed Jun 25 10:03:22 EDT 2014,1403705002112.00,132.02,0,3, 
Wed Jun 25 10:03:23 EDT 2014,1403705003112.00,131.966,0,3, 
Wed Jun 25 10:03:24 EDT 2014,1403705004112.00,131.941,0,3, 
Wed Jun 25 10:03:26 EDT 2014,1403705006112.00,131.85,0,3, 
Wed Jun 25 10:03:27 EDT 2014,1403705007112.00,131.812,0,3, 
Wed Jun 25 10:03:28 EDT 2014,1403705008112.00,131.901,0,3, 
Wed Jun 25 10:03:29 EDT 2014,1403705009112.00,131.954,0,3, 
Wed Jun 25 10:03:30 EDT 2014,1403705010112.00,131.992,0,3, 
Wed Jun 25 10:03:31 EDT 2014,1403705011112.00,132.081,0,3, 
Wed Jun 25 10:03:32 EDT 2014,1403705012112.00,132.178,0,3, 
Wed Jun 25 10:03:33 EDT 2014,1403705013112.00,132.13,0,3, 
Wed Jun 25 10:03:34 EDT 2014,1403705014112.00,132.161,0,3, 
Wed Jun 25 10:03:35 EDT 2014,1403705015112.00,132.13,0,3, 
Wed Jun 25 10:03:36 EDT 2014,1403705016112.00,132.153,0,3, 
Wed Jun 25 10:03:37 EDT 2014,1403705017112.00,132.119,0,3, 
Wed Jun 25 10:03:38 EDT 2014,1403705018112.00,132.148,0,3, 
Wed Jun 25 10:03:39 EDT 2014,1403705019112.00,132.118,0,3, 
Wed Jun 25 10:03:40 EDT 2014,1403705020112.00,132.168,0,3, 
Wed Jun 25 10:03:41 EDT 2014,1403705021112.00,132.225,0,3, 
Wed Jun 25 10:03:42 EDT 2014,1403705022112.00,132.234,0,3, 
